LevelId,Filename,Area_Name,Name,Pos,Rotate,DestinationLevel,Type
,arena_004,,MHPlayerSpawnPoint11_10,"3218.5928,975.88995,184.45316","0.79863548,0,0,0.60181504",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint1_2,"1459.712,2045.2277,117.78125","0.97437012,0,0,-0.22495095",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint5_7,"2240.3418,1714.8627,177.62135","0.68199819,0,0,-0.73135382",,MHPlayerSpawnPoint
,arena_004,,ShowRegion7,"2275.387,1704.825,177.75",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint3_10,"3156.6411,941.84827,184.45316","0.7547096,0,0,-0.65605903",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint3_2,"1500.498,2037.5688,118.69412","0.84339136,0,0,0.53729975",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint0_1,"1379.176,698.69391,55.34375","0.90630782,0,0,-0.42261818",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint6_7,"2269.8057,1744.0483,177.75","0.026177267,0,0,0.99965733",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint5_6,"2479.9773,3009.5596,189.13705","-0.026176874,0,0,0.99965733",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint6_11,"3714.1484,1579.764,48.603821","0.80901712,0,0,-0.58778512",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint10_11,"3719.4395,1510.316,47.258118","0.98480779,0,0,-0.17364809",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint1_0,"2030.2454,225.72934,23.70294","0.74314481,0,0,0.66913062",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint2_4,"693.01099,1395.4655,140.375","0.72537428,0,0,0.68835467",,MHPlayerSpawnPoint
,arena_004,,ShowRegion6,"2511.2458,2969.6689,190.42506",,0,ProximityTrigger
,arena_004,,ShowRegion10,"3176.2686,980.34125,184.625",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint7_10,"3149.1553,1002.6658,184.62604","0.56640625,0,0,-0.82412624",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint7_5,"1616.1285,2980.2593,211","0.64944798,0,0,0.76040602",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint3_7,"2250.2734,1692.7714,177.62135","0.96592581,0,0,-0.25881898",,MHPlayerSpawnPoint
,arena_004,,ShowRegion5,"1579.0774,3038.2717,211",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint2_1,"1423.3239,749.94934,55.34375","0.026176875,0,0,0.99965733",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint1_4,"665.43939,1327.6172,140.375","0.94551855,0,0,0.32556817",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint9_8,"752.52374,2722.3403,89.727226","0.23344545,0,0,0.97236991",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint10_3,"2372.8193,699.29419,84.0625","0.68199831,0,0,0.73135376",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint1_3,"2313.3418,676.83679,84","0.93969262,0,0,-0.34202012",,MHPlayerSpawnPoint
,arena_004,,ShowRegion12,"3404.5784,2580.0715,50.597717",,0,ProximityTrigger
,arena_004,,ShowRegion4,"655.87305,1382.1741,140.375",,0,ProximityTrigger
,arena_004,,MHPlayerRevievePoint,"2021.9904,226.19077,23.137417",,,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint4_8,"746.12799,2607.4514,77.762459",,,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint3_1,"1437.2437,711.49017,55.34375","0.70710671,0,0,0.70710683",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint8_5,"1523.4312,3069.1816,211","-0.10452866,0,0,0.99452186",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint12_6,"2552.1348,2982.8398,187.92506","0.68199801,0,0,0.731354",,MHPlayerSpawnPoint
,arena_004,,ShowRegion3,"2333.2192,708.21429,84.0625",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint10_7,"2286.0776,1688.7981,177.75","0.96363038,0,0,0.26723865",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint0,"2021.9635,226.14522,23.138269",,,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint8_9,"553.95404,3582.1013,67.269379","0.9335804,0,0,-0.35836801",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint12_11,"3755.5918,1639.113,47.258118","-0.052335974,0,0,0.99862951",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint7_6,"2508.9866,2917.335,185.84937","0.99984771,0,0,0.017452542",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint2_5,"1585.2311,2974.7671,211",,,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint7_3,"2347.0891,730.38965,84.0625","0.026176875,0,0,0.99965733",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint4_2,"1444.9078,2105.146,117.70461","0.51503819,0,0,-0.8571673",,MHPlayerSpawnPoint
,arena_004,,ShowRegion9,"556.97052,3613.6958,67.269379",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint11_6,"2557.5923,2953.03,187.92506","0.68199801,0,0,0.731354",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint2_3,"2309.991,725.89178,84.0625","-0.20791176,0,0,0.97814757",,MHPlayerSpawnPoint
,arena_004,,ShowRegion2,"1497.0448,2078.3591,117.625","0.97437012,0,0,-0.22495095",0,ProximityTrigger
,arena_004,,ShowRegion8,"739.40015,2671.5139,80.212181",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint6_5,"1653.1099,3048.0413,211","0.0087264441,0,0,0.99996191",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint5_8,"801.74615,2668.9221,78.999039","0.68835455,0,0,0.7253744",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint8_4,"643.56293,1448.0497,140.06165","-4.3711388e-008,0,0,1",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint6_12,"3380.4614,2602.135,50.516205","0.69465858,0,0,-0.71933961",,MHPlayerSpawnPoint
,arena_004,,ShowRegion11,"3749.6443,1570.9885,47.218521",,0,ProximityTrigger
,arena_004,,MHPlayerSpawnPoint4_1,"1366.3199,737.7323,55.34375","0.70090926,0,0,-0.71325046",,MHPlayerSpawnPoint
,arena_004,,MHPlayerSpawnPoint5_2,"1510.8622,2105.9915,118.24873","0.23344517,0,0,0.97236997",,MHPlayerSpawnPoint
,arena_004,,ShowRegion1,"1400.6246,721.0777,55.34375",,0,ProximityTrigger
,arena_005,,PlayerRespawnPoint_Red,"166.16368,411.00262,79.428474","0.70710695,0,0,-0.70710659",,MHPlayerSpawnPoint
,arena_005,,SwitchRegionTrigger_Red_R1,"762.44189,403.96732,63.390213","0.70710671,0,0,0.70710689",,MHPlayerSpawnPoint
,arena_005,,PlayerRepawnPoint_Blue,"166.08832,519.11151,79.388474","0.70710695,0,0,-0.70710665",,MHPlayerSpawnPoint
,arena_005,,Minimap_Control,"184.41264,467.05994,87.273033",,0,ProximityTrigger
,arena_005,,PlayerSpawnPoint_Blue,"166.08862,519.12787,79.379509","0.70710683,0,0,-0.70710671",,MHPlayerSpawnPoint
,arena_005,,PlayerSpawnPoint_Red,"166.10435,411.06171,79.439186","0.70710695,0,0,-0.70710659",,MHPlayerSpawnPoint
,arena_005,,SwitchRegionTrigger_Blue_R1,"716.77795,403.60666,63.484688","0.70710671,0,0,-0.70710683",,MHPlayerSpawnPoint
,arena_007,,PlayerSpawnPoint,"33.311272,886.67059,472.5","0.99862951,0,0,-0.052335903",,MHPlayerSpawnPoint
,arena_007,,MHPlayerSpawnPoint_0to1,"496.40262,540.34192,250.25","-0.10452811,0,0,0.99452192",,MHPlayerSpawnPoint
,arena_007,,657002_R2,"501.89023,510.22601,253",,0,ProximityTrigger
,arena_007,,PlayerRevivePoint,"42.964031,879.58307,472.52179","-0.46174872,0,0,0.88701075",,MHPlayerSpawnPoint
,arena_007_tutorial,,MoveCheckArea,"394.82846,416.12091,1080.8593",,0,ProximityTrigger
,arena_007_tutorial,,SwitchRegionTrigger_1_To_2_Point,"799.81055,751.94153,131.64429","0.98162723,0,0,0.19080885",,MHPlayerSpawnPoint
,arena_007_tutorial,,MHPlayerSpawnPoint_0to1,"496.40262,540.34192,250.25","-0.10452811,0,0,0.99452192",,MHPlayerSpawnPoint
,arena_007_tutorial,,PlayerGetToCollectTrigger,"798.10968,782.95691,130.00642","0.97029573,0,0,0.24192193",0,ProximityTrigger
,arena_007_tutorial,,PlayerGetToRegionTrigger,"799.6994,752.1297,130.50642","0.97029573,0,0,0.24192193",0,ProximityTrigger
,arena_007_tutorial,,Tut_Cut_1_TriggerArea,"395.4299,426.67383,1083.7965",,0,ProximityTrigger
,arena_007_tutorial,,SafeTriiger,"395.64478,451.96701,1083.0996",,0,ProximityTrigger
,arena_007_tutorial,,SwitchRegionSkipTrigger,"308.966,767.75385,223.26811",,0,ProximityTrigger
,arena_007_tutorial,,Tut_SpawnPoint,"396.09283,451.92123,1083.5122","0.0087266313,0,0,0.99996191",,MHPlayerSpawnPoint
,arena_007_tutorial,,PlayerRevivePoint,"42.964031,879.58307,472.52179","-0.46174872,0,0,0.88701075",,MHPlayerSpawnPoint
,arena_008,,MHPlayerSpawnPoint,"168.07123,411.60104,79.304161","0.70710671,0,0,-0.70710683",,MHPlayerSpawnPoint
,arena_008,,PlayerRegionSwitch_0to1,"742.41827,404.03641,63.431973",,,MHPlayerSpawnPoint
,arena_008,,MHPlayerRespawnPoint,"166.95067,411.61179,79.304161","0.70710671,0,0,-0.70710683",,MHPlayerSpawnPoint
,arena_010,,InitPosition,"1394.1768,753.28888,30.03125","0.93041754,0,0,0.36650124",,MHPlayerSpawnPoint
,farm_01,,FarmToVillageTrigger,"866.62732,954.19751,19.877825","0.96592581,0,0,-0.25881904",180101,ProximityTrigger
,farm_01,,EnterPoint,"869.81116,960.40442,17.264408","0.97629601,0,0,0.21643963",,MHPlayerSpawnPoint
,guild_01,,FromGuildCampToVillage,"1032.2128,1296.7004,106.68736","0.95105648,0,0,-0.309017",180201,ProximityTrigger
,guild_01,,MHPlayerSpawnPoint1,"1025.3853,1286.7659,104.88641","0.29237163,0,0,0.95630479",,MHPlayerSpawnPoint
,guild_01,,Minimap_Teleport,"1017.164,1283.4886,105.23875","0.25881904,0,0,0.96592581",,MHPlayerSpawnPoint
150101,hub_001,Cinnamon Mountain,Hub1ToHub2Triigger,"445.98569,372.68784,84.588516","0.98480773,0,0,-0.17364818",150201,ProximityTrigger
150101,hub_001,Cinnamon Mountain,MHPlayerSpawnPoint_FromNewbie,"394.02637,370.45035,88.174324","0.99144489,0,0,-0.13052617",,MHPlayerSpawnPoint
150101,hub_001,Cinnamon Mountain,EntryPointFromVillage,"372.43442,368.92905,89.42038","0.69465828,0,0,-0.71933991",,MHPlayerSpawnPoint
150101,hub_001,Cinnamon Mountain,MHPlayerSpawnPoint_ProtectDefault,"394.03256,370.48151,88.124695","0.99144489,0,0,-0.13052619",,MHPlayerSpawnPoint
150101,hub_001,Cinnamon Mountain,EntryPointFromHub01,"404.53613,396.77765,84.06369","0.13052619,0,0,0.99144489",,MHPlayerSpawnPoint
150101,hub_001,Cinnamon Mountain,HubToVillageTrigger,"359.80011,373.94254,89.426697","0.97629601,0,0,-0.21643962",180101,ProximityTrigger
150101,hub_001,Cinnamon Mountain,EntryPointFromHub2,"431.55576,378.61368,84.615326","0.84339154,0,0,0.53729951",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,Teleporter_To_Village02,"555.37415,469.23251,115.33594","0.98901588,0,0,0.14780937",180201,ProximityTrigger
150201,hub_002,Longzhi Lake,SafeSpawnPoint_FromHub,"516.86304,506.81512,119.28335","0.061048511,0,0,0.99813479",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,SafeSpawnPoint_FromLevel,"516.94159,506.74786,119.22631","0.061048578,0,0,0.99813479",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,Teleporter_To_Hub001_BackPoint,"503.66687,519.0766,119.17596","-0.18223552,0,0,0.98325491",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,Teleporter_To_Village02_BackPoint,"550.32245,482.12671,117.56145","0.95630479,0,0,0.29237166",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,EnterInstance2_BackPoint,"474.3399,484.77094,116.0913","0.87881708,0,0,-0.47715881",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,Arrive_From_Village01,"479.9447,495.83167,116.75938","-0.23344535,0,0,0.97236991",,MHPlayerSpawnPoint
150201,hub_002,Longzhi Lake,Teleporter_To_Hub001,"494.32266,536.78259,120.5243","0.95630473,0,0,0.29237172",150101,ProximityTrigger
150301,hub_003,Moonbeam Forest,Arrive_From_Village02,"506.26965,401.89761,48.088387","0.97029573,0,0,-0.24192192",,MHPlayerSpawnPoint
150301,hub_003,Moonbeam Forest,MHPlayerSpawnPointFrom_Hub3,"506.4267,457.12311,50.537716","-0.41469324,0,0,0.90996128",,MHPlayerSpawnPoint
150301,hub_003,Moonbeam Forest,Initial_SpawnPoiont,"517.36304,391.93173,49.096535","0.98901588,0,0,-0.14780945",,MHPlayerSpawnPoint
150301,hub_003,Moonbeam Forest,TeleporterToHub04,"556.9917,379.55991,52.539185","0.95105654,0,0,0.30901685",150401,ProximityTrigger
150301,hub_003,Moonbeam Forest,Arrive_From_Hub04,"547.31561,392.17645,49.115135","0.95105648,0,0,0.30901712",,MHPlayerSpawnPoint
150301,hub_003,Moonbeam Forest,TeleporterToVillage02,"493.4249,393.11002,45.132305","0.95630479,0,0,0.29237169",180201,ProximityTrigger
150401,hub_004,Burning Fortress,Arrive_From_OtherPlaces,"526.5127,508.63571,29.999491","-0.19080901,0,0,0.98162717",,MHPlayerSpawnPoint
150401,hub_004,Burning Fortress,SafeSpawnPoint ,"550.51465,523.17902,29.696609","0.13052626,0,0,0.99144489",,MHPlayerSpawnPoint
150401,hub_004,Burning Fortress,EnterPoint_Hub03,"550.51465,523.17902,29.696609","0.13052624,0,0,0.99144489",,MHPlayerSpawnPoint
150401,hub_004,Burning Fortress,Teleporter_To_Hub001_BackPoint,"548.19733,522.58051,29.824791","0.25881895,0,0,0.96592581",,MHPlayerSpawnPoint
150401,hub_004,Burning Fortress,TeleportToHub03,"559.2135,535.7832,31.568474","0.92050481,0,0,-0.39073125",150301,ProximityTrigger
150401,hub_004,Burning Fortress,Teleporter_To_Hub003_BackPoint,"542.49908,451.64084,36.631306","0.99452192,0,0,-0.10452837",,MHPlayerSpawnPoint
150401,hub_004,Burning Fortress,TeleportToHub05,"539.38849,442.61459,38.076077","0.15643463,0,0,0.9876883",150501,ProximityTrigger
150401,hub_004,Burning Fortress,EnterPoint_HuntingField,"513.46875,488.49054,29.5","0.74895567,0,0,-0.66262013",,MHPlayerSpawnPoint
150501,hub_005,Spring Wind Post,Minimap_Teleport,"1028.1249,1173.3152,47.247326","0.52991927,0,0,0.84804809",,MHPlayerSpawnPoint
150501,hub_005,Spring Wind Post,Teleporter_To_Hub004_BackPoint,"1010.6843,1155.6472,45.524193",,,MHPlayerSpawnPoint
150501,hub_005,Spring Wind Post,TeleportToHub04,"1009.9715,1148.0029,48.416119",,150401,ProximityTrigger
150501,hub_005,Spring Wind Post,MHPlayerSpawnPoint1,"1028.115,1173.316,47.247875","0.52991921,0,0,0.84804809",,MHPlayerSpawnPoint
,level_001,,MHPlayerSpawnPoint26Random,"1490.3551,466.10989,63.728966","-0.300706,0,0,0.95371693",,MHPlayerSpawnPoint
,level_001,,spawnTrigger1,"1571.2863,1630.4525,136.47078",,0,ProximityTrigger
,level_001,,DM_Guard_Area,"1600.6851,1620.2501,142.85703","0.97629601,0,0,-0.21643963",0,ProximityTrigger
,level_001,,RSTrigger_1to0_Point,"1668.3159,1586.6306,128.51051","-0.29237169,0,0,0.95630479",,MHPlayerSpawnPoint
,level_001,,Guide_1_Trigger_1,"1665.7666,1550.7145,129.24701","-0.49242356,0,0,0.87035567",0,ProximityTrigger
,level_001,,MHPlayerSpawnPoint25Random,"1543.5721,543.66016,70.72876","-0.300706,0,0,0.95371693",,MHPlayerSpawnPoint
,level_001,,Guide1_PlayerSpawner,"1616.0242,1550.0006,122.39877","0.76604444,0,0,-0.64278758",,MHPlayerSpawnPoint
,level_001,,ProximityTrigger19,"1652.6194,1535.2069,125.39541","0.99756402,0,0,0.069756553",0,ProximityTrigger
,level_001,,ProximityTrigger18,"1621.5795,1605.4333,144.98827",,0,ProximityTrigger
,level_001,,Guide4_R2_3,"1564.767,473.6478,71.19767","0.95630479,0,0,0.29237172",0,ProximityTrigger
,level_001,,XiangGuZhuSP,"1661.2465,1542.4508,127.02069","0.96467566,0.02795615,-0.012313156,-0.26166338",0,ProximityTrigger
,level_001,,ProximityTrigger5,"1639.0342,1535.8568,122.29401",,0,ProximityTrigger
,level_001,,Guide_Trigger_3,"1622.0883,1605.4771,144.62442","0.6946584,0,0,-0.71933979",0,ProximityTrigger
,level_001,,RSTrigger_3to2_Point,"1569.0188,496.4064,69.253624","-0.17364804,0,0,0.98480779",,MHPlayerSpawnPoint
,level_001,,CatHandCartPoint,"1644.8879,1534.916,122.8712","0.78260809,0,0,0.62251472",,MHPlayerSpawnPoint
,level_001,,RSTrigger_3to1_Point,"1553.1938,1578.2971,143","0.84804803,-0,0,-0.52991933",,MHPlayerSpawnPoint
,level_001,,Guide_Trigger_1,"1665.4045,1551.2192,128.22372","0.96592581,0,0,-0.25881898",0,ProximityTrigger
,level_001,,ProximityTrigger20,"1619.6375,454.05142,73.075195",,0,ProximityTrigger
,level_001,,RSTrigger_2to3_Point,"1555.2915,523.82959,70.21096","0.96126175,0,0,0.27563727",,MHPlayerSpawnPoint
,level_001,,Guide4_R2_2,"1569.6451,496.00165,71.19767","0.97236991,0,0,0.23344547",0,ProximityTrigger
,level_001,,Hint_Trigger_1,"1545.3623,1574.7117,145.067","0.98325491,0,0,0.18223546",0,ProximityTrigger
,level_001,,Guide1_Trigger_1,"1619.3671,452.10037,72.968323",,0,ProximityTrigger
,level_001,,ProximityTrigger6,"1488.3634,467.86032,63.796684",,0,ProximityTrigger
,level_001,,RSTrigger_1to2_Point,"1619.6494,452.75977,70.99498","0.99813479,0,0,0.061048463",,MHPlayerSpawnPoint
,level_001,,Guide3_ChangeRegion,"1621.4238,1605.2195,143.10469","0.72537434,0,0,0.68835461",0,ProximityTrigger
,level_001,,ProximityTrigger13,"1664.2676,1548.7012,130.44104","0.96592581,0,0,-0.25881898",0,ProximityTrigger
,level_001,,ProximityTrigger12,"1642.2977,1542.6885,125.26453","0.94832367,0,0,0.31730464",0,ProximityTrigger
,level_001,,MHPlayerSpawnPoint24Random,"1527.6381,542.7663,71.133011","-0.300706,0,0,0.95371693",,MHPlayerSpawnPoint
,level_001,,MHPlayerSpawnPoint23Random,"1600.0408,492.70734,69.034698","0.99357182,0,0,0.11320338",,MHPlayerSpawnPoint
,level_001,,RSTrigger_1to3_Point,"1480.9088,545.14032,75.020172","0.7547096,0,0,-0.65605903",,MHPlayerSpawnPoint
,level_001,,TipsTrigger4,"1573.6144,1623.5831,142.49219","0.98325491,0,0,0.18223555",0,ProximityTrigger
,level_001,,Hint_Trigger_2,"1570.6459,1630.9182,144.0582","0.95371699,0,0,0.30070579",0,ProximityTrigger
,level_001,,RSTrigger_4to2_Point,"1565.0793,473.98364,69.457832","0.95881969,0,0,-0.28401542",,MHPlayerSpawnPoint
,level_001,,Guide_1_Trigger_3,"1665.7655,1550.7004,129.24701","-0.49242356,0,0,0.87035567",0,ProximityTrigger
,level_001,,Guide_Trigger_4,"1622.0847,1605.4771,144.62442","0.6946584,0,0,-0.71933979",0,ProximityTrigger
,level_001,,Mark_Trigger,"1649.2208,1534.606,125.13103","0.99668831,0.022242414,-0.020938847,0.075360589",0,ProximityTrigger
,level_001,,Player_Constraint_T2_R0_2,"1657.6012,1533.2196,125.71127","0.19936799,0,0,0.97992468",0,ProximityTrigger
,level_001,,RSTrigger_3to4_Point,"1489.9385,492.30719,63.633183","0.35836795,0,0,0.93358046",,MHPlayerSpawnPoint
,level_001,,ProximityTrigger17,"1622.4624,1605.5669,144.51115",,0,ProximityTrigger
,level_001,,RSTrigger_2to1_Point,"1575.1772,1623.1897,142.76399","-0.13917302,0,0,0.99026811",,MHPlayerSpawnPoint
,level_001,,MHPlayerSpawnPoint22Random,"1580.5427,486.69116,69.3125","0.99904823,-0,0,-0.043619215",,MHPlayerSpawnPoint
,level_001,,RSTrigger_4to3_Point,"1515.6482,531.04803,71.337494","0.95105654,0,0,-0.30901694",,MHPlayerSpawnPoint
,level_001,,Guide3_ChangeRegion_2,"1619.3524,452.85117,71.85598","0.99965733,0,0,0.026177097",0,ProximityTrigger
,level_001,,100196_Trigger_2,"1621.4238,1605.2195,143.06384","0.72537434,0,0,0.68835461",0,ProximityTrigger
,level_001,,Guide_2_Trigger_1,"1652.0313,1535.3851,125.10413","0.70710677,0,0,-0.70710677",0,ProximityTrigger
,level_001,,Guide4_R1_1,"1622.2179,1605.5779,144.63457",,0,ProximityTrigger
,level_001,,Guide4_R3_1,"1480.8195,545.1167,76.465149","0.99452192,0,0,0.10452858",0,ProximityTrigger
,level_001,,RSTrigger_2to4_Point,"1499.8042,456.42413,64.057922","0.68199819,0,0,0.73135382",,MHPlayerSpawnPoint
,level_001,,DM_100162_Trigger,"1627.3925,1605.8624,143.93912",,0,ProximityTrigger
,level_001,,MHPlayerSpawnPoint13Random,"1583.1508,1612.824,142.56317","-0.30901709,0,0,0.95105648",,MHPlayerSpawnPoint
,level_001,,DM_100158_Area1_Trigger,"1590.6914,1602.0776,144.54449",,0,ProximityTrigger
,level_001,,R1_Enter,"1622.5524,1605.5665,145.18095",,0,ProximityTrigger
,level_001,,Guide_1_Trigger_2,"1651.6161,1533.9478,124.77617","-0.052335985,0,0,0.99862951",0,ProximityTrigger
,level_001,,PlayerSpawner0,"1634.9756,1537.9598,122.87598","0.7604059,0,0,-0.6494481",,MHPlayerSpawnPoint
,level_001,,Cutscene,"1665.4181,1547.6644,128.20209","0.96467566,0.02795615,-0.012313156,-0.26166338",0,ProximityTrigger
,level_001,,RSTrigger_0to1_Point,"1622.3158,1605.1857,142.78421","0.63607818,0,0,0.77162457",,MHPlayerSpawnPoint
,level_001,,Guide4_R2_1,"1618.859,452.41345,73.027679",,0,ProximityTrigger
,level_001,,BattleAreaTigger,"1525.1526,545.47589,70.789566",,0,ProximityTrigger
,level_001,,ProximityTrigger10,"1639.0052,1538.7172,123.13416","0.86602545,0,0,0.49999994",0,ProximityTrigger
,level_001,,MHPlayerSpawnPoint14Random,"1601.8053,1599.4771,142.94037","-0.25881907,0,0,0.96592581",,MHPlayerSpawnPoint
,level_001,,ProximityTrigger14,,,0,ProximityTrigger
,level_002,,100251_STrigger_5,"959.36481,973.66632,117.5779",,0,ProximityTrigger
,level_002,,ProximityTrigger8,"305.53564,251.88986,360.5","0.99026811,0,0,-0.13917306",0,ProximityTrigger
,level_002,,ProximityTrigger5,"982.11609,996.34302,131.02696",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint4,"334.87854,1045.3535,156","-0.0087265009,0,0,0.99996191",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint13,"321.86829,975.48297,155.78426","0.90258533,0,0,0.43051106",,MHPlayerSpawnPoint
,level_002,,DM_100253_STrigger3,"992.06384,988.57764,117.51096",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint12,"341.93213,1020.4387,156","0.74314481,0,0,0.66913062",,MHPlayerSpawnPoint
,level_002,,MHPlayerSpawnPoint14,"1602.8939,1664.4445,142.5","-4.3711388e-008,0,0,1",,MHPlayerSpawnPoint
,level_002,,DM_100253_SurviveArea,"1670.9083,349.8782,207.69633",,0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint9,"999.46265,974.2677,117.81969","0.84804809,0,0,0.52991927",,MHPlayerSpawnPoint
,level_002,,100291_CampTrigger,"1670.4443,331.04868,207.875","0.99026805,0,0,0.13917311",0,ProximityTrigger
,level_002,,MHPlayerSpawnPoint1,"1681.2958,346.80392,205.375","0.96126169,0,0,0.27563742",,MHPlayerSpawnPoint
,level_002,,ProximityTrigger6,"349.64835,1004.2372,167.24344",,0,ProximityTrigger
,level_002,,100251_Survive_Area,"966.81201,982.30927,117.5779",,0,ProximityTrigger
,level_002,,ProximityTrigger1,"1671.8879,330.65417,213.45219",,0,ProximityTrigger
,level_002,,CatHandCartPoint,"1670.1587,358.51425,205.07062","-0.41469324,0,0,0.90996128",,MHPlayerSpawnPoint
